Year,FIPS,Confirmed,Probable,Total
2010,06059,7.0,0.0,7.0
2010,06073,7.0,0.0,7.0
2010,06075,10.0,0.0,10.0
2010,06087,6.0,1.0,7.0
2010,06097,9.0,0.0,9.0
2010,09001,233.0,98.0,331.0
2010,09003,134.0,53.0,187.0
2010,09005,71.0,17.0,88.0
2010,09007,93.0,32.0,125.0
2010,09009,174.0,66.0,240.0
2010,09011,210.0,130.0,340.0
2010,09013,127.0,34.0,161.0
2010,09015,112.0,36.0,148.0
2010,10001,127.0,0.0,127.0
2010,10003,396.0,0.0,396.0
2010,10005,96.0,0.0,96.0
2010,11001,34.0,8.0,42.0
2010,12071,5.0,3.0,8.0
2010,12083,3.0,2.0,5.0
2010,12086,5.0,1.0,6.0
2010,17031,43.0,0.0,43.0
2010,17043,19.0,0.0,19.0
2010,17089,5.0,0.0,5.0
2010,17097,5.0,0.0,5.0
2010,17141,5.0,0.0,5.0
2010,17179,5.0,0.0,5.0
2010,17197,6.0,0.0,6.0
2010,17201,11.0,0.0,11.0
2010,18091,4.0,1.0,5.0
2010,18127,7.0,0.0,7.0
2010,18141,4.0,1.0,5.0
2010,18149,5.0,1.0,6.0
2010,19043,6.0,4.0,10.0
2010,19061,4.0,1.0,5.0
2010,19103,22.0,2.0,24.0
2010,19113,8.0,0.0,8.0
2010,19191,4.0,1.0,5.0
2010,23001,32.0,6.0,38.0
2010,23005,139.0,41.0,180.0
2010,23007,13.0,6.0,19.0
2010,23009,23.0,5.0,28.0
2010,23011,74.0,15.0,89.0
2010,23013,48.0,17.0,65.0
2010,23015,34.0,4.0,38.0
2010,23017,13.0,2.0,15.0
2010,23019,6.0,5.0,11.0
2010,23023,34.0,11.0,45.0
2010,23025,5.0,2.0,7.0
2010,23027,14.0,12.0,26.0
2010,23029,4.0,1.0,5.0
2010,23031,113.0,64.0,177.0
2010,24001,7.0,4.0,11.0
2010,24003,77.0,37.0,114.0
2010,24005,135.0,60.0,195.0
2010,24009,9.0,15.0,24.0
2010,24011,12.0,5.0,17.0
2010,24013,24.0,2.0,26.0
2010,24015,64.0,49.0,113.0
2010,24017,28.0,5.0,33.0
2010,24019,7.0,7.0,14.0
2010,24021,95.0,16.0,111.0
2010,24025,52.0,30.0,82.0
2010,24027,171.0,66.0,237.0
2010,24029,12.0,10.0,22.0
2010,24031,225.0,61.0,286.0
2010,24033,54.0,15.0,69.0
2010,24035,33.0,16.0,49.0
2010,24037,21.0,9.0,30.0
2010,24041,13.0,7.0,20.0
2010,24043,77.0,22.0,99.0
2010,24045,3.0,2.0,5.0
2010,24047,12.0,1.0,13.0
2010,24510,28.0,14.0,42.0
2010,25001,104.0,61.0,165.0
2010,25003,86.0,46.0,132.0
2010,25005,128.0,66.0,194.0
2010,25007,23.0,7.0,30.0
2010,25009,173.0,61.0,234.0
2010,25011,41.0,13.0,54.0
2010,25013,119.0,42.0,161.0
2010,25015,76.0,17.0,93.0
2010,25017,381.0,133.0,514.0
2010,25019,28.0,4.0,32.0
2010,25021,242.0,59.0,301.0
2010,25023,201.0,74.0,275.0
2010,25025,24.0,21.0,45.0
2010,25027,239.0,83.0,322.0
2010,26021,6.0,2.0,8.0
2010,26109,24.0,7.0,31.0
2010,26125,5.0,0.0,5.0
2010,27001,21.0,12.0,33.0
2010,27003,109.0,55.0,164.0
2010,27005,17.0,18.0,35.0
2010,27007,47.0,32.0,79.0
2010,27009,13.0,6.0,19.0
2010,27017,33.0,23.0,56.0
2010,27019,9.0,4.0,13.0
2010,27021,42.0,25.0,67.0
2010,27025,24.0,12.0,36.0
2010,27027,8.0,6.0,14.0
2010,27029,9.0,2.0,11.0
2010,27035,38.0,32.0,70.0
2010,27037,69.0,29.0,98.0
2010,27041,5.0,3.0,8.0
2010,27045,8.0,0.0,8.0
2010,27049,5.0,3.0,8.0
2010,27053,167.0,86.0,253.0
2010,27055,11.0,4.0,15.0
2010,27057,31.0,19.0,50.0
2010,27059,22.0,8.0,30.0
2010,27061,48.0,24.0,72.0
2010,27065,8.0,7.0,15.0
2010,27075,3.0,2.0,5.0
2010,27095,15.0,7.0,22.0
2010,27097,14.0,4.0,18.0
2010,27103,4.0,1.0,5.0
2010,27109,13.0,11.0,24.0
2010,27111,14.0,7.0,21.0
2010,27115,33.0,27.0,60.0
2010,27119,9.0,3.0,12.0
2010,27123,85.0,40.0,125.0
2010,27131,4.0,1.0,5.0
2010,27137,91.0,41.0,132.0
2010,27139,9.0,3.0,12.0
2010,27141,43.0,17.0,60.0
2010,27145,24.0,13.0,37.0
2010,27153,11.0,9.0,20.0
2010,27157,10.0,5.0,15.0
2010,27159,9.0,5.0,14.0
2010,27163,69.0,28.0,97.0
2010,27169,37.0,4.0,41.0
2010,27171,20.0,8.0,28.0
2010,33001,15.0,19.0,34.0
2010,33003,23.0,12.0,35.0
2010,33005,22.0,7.0,29.0
2010,33009,35.0,10.0,45.0
2010,33011,263.0,160.0,423.0
2010,33013,77.0,32.0,109.0
2010,33015,299.0,201.0,500.0
2010,33017,77.0,60.0,137.0
2010,33019,16.0,6.0,22.0
2010,34001,95.0,29.0,124.0
2010,34003,148.0,18.0,166.0
2010,34005,221.0,25.0,246.0
2010,34007,7.0,0.0,7.0
2010,34009,27.0,0.0,27.0
2010,34011,86.0,11.0,97.0
2010,34013,134.0,12.0,146.0
2010,34015,112.0,0.0,112.0
2010,34017,35.0,5.0,40.0
2010,34019,323.0,0.0,323.0
2010,34021,145.0,13.0,158.0
2010,34023,123.0,11.0,134.0
2010,34025,327.0,9.0,336.0
2010,34027,426.0,53.0,479.0
2010,34029,192.0,57.0,249.0
2010,34031,156.0,21.0,177.0
2010,34033,25.0,5.0,30.0
2010,34035,180.0,24.0,204.0
2010,34037,312.0,87.0,399.0
2010,34039,58.0,9.0,67.0
2010,34041,185.0,3.0,188.0
2010,36001,152.0,5.0,157.0
2010,36003,2.0,3.0,5.0
2010,36005,34.0,23.0,57.0
2010,36007,12.0,10.0,22.0
2010,36019,6.0,0.0,6.0
2010,36021,137.0,83.0,220.0
2010,36027,145.0,61.0,206.0
2010,36029,10.0,5.0,15.0
2010,36031,18.0,6.0,24.0
2010,36033,4.0,3.0,7.0
2010,36039,75.0,52.0,127.0
2010,36043,9.0,0.0,9.0
2010,36045,22.0,8.0,30.0
2010,36047,100.0,56.0,156.0
2010,36053,7.0,1.0,8.0
2010,36055,9.0,4.0,13.0
2010,36057,18.0,5.0,23.0
2010,36059,19.0,2.0,21.0
2010,36061,190.0,172.0,362.0
2010,36065,14.0,4.0,18.0
2010,36067,26.0,3.0,29.0
2010,36071,177.0,64.0,241.0
2010,36077,8.0,9.0,17.0
2010,36079,40.0,21.0,61.0
2010,36081,70.0,48.0,118.0
2010,36083,111.0,37.0,148.0
2010,36085,19.0,15.0,34.0
2010,36087,74.0,25.0,99.0
2010,36089,24.0,9.0,33.0
2010,36091,53.0,51.0,104.0
2010,36093,16.0,7.0,23.0
2010,36095,13.0,1.0,14.0
2010,36103,205.0,92.0,297.0
2010,36105,23.0,15.0,38.0
2010,36107,13.0,3.0,16.0
2010,36109,58.0,12.0,70.0
2010,36111,208.0,61.0,269.0
2010,36113,26.0,8.0,34.0
2010,36115,114.0,1.0,115.0
2010,36119,81.0,33.0,114.0
2010,37119,4.0,1.0,5.0
2010,37135,2.0,8.0,10.0
2010,37183,4.0,13.0,17.0
2010,38017,11.0,5.0,16.0
2010,39049,4.0,1.0,5.0
2010,39153,3.0,2.0,5.0
2010,41003,0.0,5.0,5.0
2010,41051,4.0,8.0,12.0
2010,42001,37.0,2.0,39.0
2010,42003,14.0,4.0,18.0
2010,42005,69.0,4.0,73.0
2010,42007,5.0,0.0,5.0
2010,42009,22.0,0.0,22.0
2010,42011,30.0,3.0,33.0
2010,42013,16.0,2.0,18.0
2010,42015,8.0,2.0,10.0
2010,42017,366.0,71.0,437.0
2010,42019,135.0,16.0,151.0
2010,42023,12.0,2.0,14.0
2010,42025,24.0,13.0,37.0
2010,42027,52.0,16.0,68.0
2010,42029,527.0,110.0,637.0
2010,42031,17.0,1.0,18.0
2010,42033,120.0,10.0,130.0
2010,42035,28.0,0.0,28.0
2010,42037,38.0,6.0,44.0
2010,42041,114.0,12.0,126.0
2010,42043,57.0,53.0,110.0
2010,42045,24.0,0.0,24.0
2010,42047,56.0,7.0,63.0
2010,42049,20.0,3.0,23.0
2010,42055,38.0,3.0,41.0
2010,42057,26.0,4.0,30.0
2010,42061,18.0,1.0,19.0
2010,42063,30.0,2.0,32.0
2010,42065,57.0,4.0,61.0
2010,42067,6.0,0.0,6.0
2010,42069,22.0,2.0,24.0
2010,42071,8.0,1.0,9.0
2010,42073,7.0,0.0,7.0
2010,42075,46.0,10.0,56.0
2010,42077,88.0,14.0,102.0
2010,42079,33.0,9.0,42.0
2010,42081,37.0,1.0,38.0
2010,42083,30.0,1.0,31.0
2010,42087,32.0,1.0,33.0
2010,42089,53.0,6.0,59.0
2010,42091,329.0,44.0,373.0
2010,42093,10.0,1.0,11.0
2010,42095,123.0,9.0,132.0
2010,42097,15.0,2.0,17.0
2010,42099,34.0,0.0,34.0
2010,42101,126.0,13.0,139.0
2010,42103,18.0,0.0,18.0
2010,42105,4.0,4.0,8.0
2010,42109,10.0,1.0,11.0
2010,42115,6.0,0.0,6.0
2010,42119,14.0,2.0,16.0
2010,42121,5.0,0.0,5.0
2010,42123,6.0,0.0,6.0
2010,42125,7.0,0.0,7.0
2010,42127,43.0,4.0,47.0
2010,42129,12.0,2.0,14.0
2010,42131,18.0,3.0,21.0
2010,42133,172.0,21.0,193.0
2010,44003,14.0,16.0,30.0
2010,44005,7.0,1.0,8.0
2010,44007,30.0,35.0,65.0
2010,44009,55.0,10.0,65.0
2010,48085,2.0,8.0,10.0
2010,48113,1.0,11.0,12.0
2010,48121,6.0,5.0,11.0
2010,48201,10.0,21.0,31.0
2010,48339,10.0,1.0,11.0
2010,48439,4.0,13.0,17.0
2010,50001,18.0,4.0,22.0
2010,50003,73.0,18.0,91.0
2010,50007,26.0,5.0,31.0
2010,50011,5.0,1.0,6.0
2010,50017,4.0,1.0,5.0
2010,50021,48.0,25.0,73.0
2010,50023,4.0,3.0,7.0
2010,50025,44.0,14.0,58.0
2010,50027,39.0,12.0,51.0
2010,51003,25.0,18.0,43.0
2010,51013,15.0,1.0,16.0
2010,51015,25.0,10.0,35.0
2010,51019,3.0,2.0,5.0
2010,51041,5.0,1.0,6.0
2010,51043,12.0,10.0,22.0
2010,51047,10.0,1.0,11.0
2010,51059,152.0,51.0,203.0
2010,51061,16.0,5.0,21.0
2010,51063,14.0,0.0,14.0
2010,51069,65.0,12.0,77.0
2010,51079,5.0,5.0,10.0
2010,51085,5.0,0.0,5.0
2010,51087,6.0,3.0,9.0
2010,51095,3.0,2.0,5.0
2010,51107,132.0,89.0,221.0
2010,51121,31.0,2.0,33.0
2010,51125,4.0,2.0,6.0
2010,51139,3.0,4.0,7.0
2010,51153,19.0,6.0,25.0
2010,51155,19.0,1.0,20.0
2010,51157,5.0,0.0,5.0
2010,51165,19.0,6.0,25.0
2010,51171,16.0,5.0,21.0
2010,51179,5.0,0.0,5.0
2010,51187,28.0,12.0,40.0
2010,51510,8.0,2.0,10.0
2010,51540,7.0,2.0,9.0
2010,51550,7.0,1.0,8.0
2010,51680,18.0,9.0,27.0
2010,51750,14.0,0.0,14.0
2010,51830,4.0,1.0,5.0
2010,51840,4.0,1.0,5.0
2010,54003,68.0,5.0,73.0
2010,54027,3.0,2.0,5.0
2010,54037,29.0,5.0,34.0
2010,54065,20.0,4.0,24.0
2010,55001,26.0,10.0,36.0
2010,55003,11.0,7.0,18.0
2010,55005,110.0,32.0,142.0
2010,55007,16.0,8.0,24.0
2010,55009,15.0,14.0,29.0
2010,55011,17.0,3.0,20.0
2010,55013,29.0,19.0,48.0
2010,55015,7.0,0.0,7.0
2010,55017,89.0,42.0,131.0
2010,55019,46.0,10.0,56.0
2010,55021,71.0,21.0,92.0
2010,55023,4.0,2.0,6.0
2010,55025,140.0,56.0,196.0
2010,55027,17.0,1.0,18.0
2010,55029,4.0,1.0,5.0
2010,55031,37.0,42.0,79.0
2010,55033,68.0,30.0,98.0
2010,55035,121.0,34.0,155.0
2010,55039,5.0,1.0,6.0
2010,55043,22.0,4.0,26.0
2010,55045,5.0,1.0,6.0
2010,55049,20.0,4.0,24.0
2010,55051,5.0,0.0,5.0
2010,55053,44.0,22.0,66.0
2010,55055,11.0,1.0,12.0
2010,55057,34.0,5.0,39.0
2010,55059,5.0,0.0,5.0
2010,55067,16.0,2.0,18.0
2010,55069,54.0,15.0,69.0
2010,55071,3.0,4.0,7.0
2010,55073,149.0,59.0,208.0
2010,55075,34.0,4.0,38.0
2010,55077,42.0,6.0,48.0
2010,55078,6.0,1.0,7.0
2010,55079,39.0,14.0,53.0
2010,55081,42.0,20.0,62.0
2010,55083,7.0,4.0,11.0
2010,55085,77.0,28.0,105.0
2010,55087,30.0,12.0,42.0
2010,55089,9.0,2.0,11.0
2010,55091,13.0,6.0,19.0
2010,55093,27.0,12.0,39.0
2010,55095,74.0,34.0,108.0
2010,55097,84.0,39.0,123.0
2010,55099,56.0,38.0,94.0
2010,55101,8.0,2.0,10.0
2010,55103,29.0,19.0,48.0
2010,55105,19.0,8.0,27.0
2010,55107,37.0,10.0,47.0
2010,55109,56.0,20.0,76.0
2010,55111,65.0,18.0,83.0
2010,55113,61.0,34.0,95.0
2010,55115,33.0,12.0,45.0
2010,55117,15.0,7.0,22.0
2010,55119,20.0,3.0,23.0
2010,55121,20.0,22.0,42.0
2010,55123,25.0,6.0,31.0
2010,55125,33.0,10.0,43.0
2010,55127,14.0,3.0,17.0
2010,55129,50.0,19.0,69.0
2010,55131,21.0,6.0,27.0
2010,55133,44.0,25.0,69.0
2010,55135,52.0,29.0,81.0
2010,55137,37.0,9.0,46.0
2010,55139,32.0,11.0,43.0
2010,55141,76.0,33.0,109.0
2011,04013,5.0,2.0,7.0
2011,06023,6.0,2.0,8.0
2011,06057,4.0,2.0,6.0
2011,06065,4.0,1.0,5.0
2011,06073,4.0,1.0,5.0
2011,06083,5.0,0.0,5.0
2011,06085,7.0,1.0,8.0
2011,06087,6.0,0.0,6.0
2011,09001,221.0,84.0,305.0
2011,09003,140.0,27.0,167.0
2011,09005,86.0,32.0,118.0
2011,09007,84.0,25.0,109.0
2011,09009,180.0,69.0,249.0
2011,09011,216.0,98.0,314.0
2011,09013,177.0,40.0,217.0
2011,09015,105.0,23.0,128.0
2011,10001,126.0,7.0,133.0
2011,10003,469.0,83.0,552.0
2011,10005,139.0,15.0,154.0
2011,12057,4.0,1.0,5.0
2011,12071,8.0,1.0,9.0
2011,12099,12.0,4.0,16.0
2011,12103,7.0,2.0,9.0
2011,12119,4.0,1.0,5.0
2011,12127,4.0,3.0,7.0
2011,13067,5.0,0.0,5.0
2011,17031,63.0,0.0,63.0
2011,17043,32.0,0.0,32.0
2011,17089,9.0,0.0,9.0
2011,17097,17.0,0.0,17.0
2011,17111,18.0,0.0,18.0
2011,17143,5.0,0.0,5.0
2011,17197,6.0,0.0,6.0
2011,17201,9.0,0.0,9.0
2011,18089,6.0,1.0,7.0
2011,18091,6.0,0.0,6.0
2011,18097,4.0,1.0,5.0
2011,18099,8.0,0.0,8.0
2011,18127,12.0,3.0,15.0
2011,18141,10.0,0.0,10.0
2011,19005,9.0,2.0,11.0
2011,19043,12.0,1.0,13.0
2011,19061,8.0,4.0,12.0
2011,19103,12.0,1.0,13.0
2011,19113,9.0,1.0,10.0
2011,19191,3.0,3.0,6.0
2011,23001,53.0,5.0,58.0
2011,23005,223.0,52.0,275.0
2011,23009,37.0,6.0,43.0
2011,23011,111.0,18.0,129.0
2011,23013,80.0,23.0,103.0
2011,23015,47.0,6.0,53.0
2011,23017,24.0,4.0,28.0
2011,23019,8.0,3.0,11.0
2011,23021,4.0,2.0,6.0
2011,23023,30.0,17.0,47.0
2011,23025,4.0,1.0,5.0
2011,23027,19.0,6.0,25.0
2011,23029,12.0,0.0,12.0
2011,23031,139.0,59.0,198.0
2011,24001,3.0,3.0,6.0
2011,24003,61.0,28.0,89.0
2011,24005,124.0,63.0,187.0
2011,24009,17.0,7.0,24.0
2011,24011,6.0,4.0,10.0
2011,24013,24.0,20.0,44.0
2011,24015,63.0,29.0,92.0
2011,24017,30.0,6.0,36.0
2011,24019,8.0,6.0,14.0
2011,24021,49.0,15.0,64.0
2011,24025,62.0,32.0,94.0
2011,24027,137.0,58.0,195.0
2011,24029,10.0,10.0,20.0
2011,24031,176.0,67.0,243.0
2011,24035,19.0,10.0,29.0
2011,24037,10.0,3.0,13.0
2011,24041,22.0,10.0,32.0
2011,24043,57.0,15.0,72.0
2011,24045,14.0,1.0,15.0
2011,24510,34.0,20.0,54.0
2011,25001,135.0,48.0,183.0
2011,25003,88.0,25.0,113.0
2011,25005,106.0,45.0,151.0
2011,25007,27.0,4.0,31.0
2011,25009,159.0,56.0,215.0
2011,25011,36.0,10.0,46.0
2011,25013,75.0,33.0,108.0
2011,25015,59.0,16.0,75.0
2011,25017,249.0,124.0,373.0
2011,25019,35.0,11.0,46.0
2011,25021,147.0,47.0,194.0
2011,25023,210.0,59.0,269.0
2011,25025,54.0,25.0,79.0
2011,25027,134.0,43.0,177.0
2011,26021,7.0,1.0,8.0
2011,26043,5.0,0.0,5.0
2011,26081,2.0,3.0,5.0
2011,26109,19.0,3.0,22.0
2011,26125,5.0,0.0,5.0
2011,26161,6.0,0.0,6.0
2011,27001,7.0,11.0,18.0
2011,27003,101.0,62.0,163.0
2011,27005,15.0,11.0,26.0
2011,27007,39.0,22.0,61.0
2011,27009,4.0,8.0,12.0
2011,27017,24.0,15.0,39.0
2011,27019,6.0,8.0,14.0
2011,27021,36.0,40.0,76.0
2011,27025,27.0,24.0,51.0
2011,27027,5.0,2.0,7.0
2011,27029,2.0,5.0,7.0
2011,27035,54.0,93.0,147.0
2011,27037,50.0,41.0,91.0
2011,27041,3.0,3.0,6.0
2011,27045,8.0,3.0,11.0
2011,27049,14.0,10.0,24.0
2011,27053,130.0,91.0,221.0
2011,27055,9.0,4.0,13.0
2011,27057,26.0,29.0,55.0
2011,27059,14.0,9.0,23.0
2011,27061,21.0,24.0,45.0
2011,27065,3.0,2.0,5.0
2011,27067,4.0,3.0,7.0
2011,27085,5.0,1.0,6.0
2011,27087,2.0,3.0,5.0
2011,27095,13.0,9.0,22.0
2011,27097,14.0,10.0,24.0
2011,27109,19.0,8.0,27.0
2011,27111,8.0,18.0,26.0
2011,27115,29.0,15.0,44.0
2011,27119,4.0,2.0,6.0
2011,27123,102.0,79.0,181.0
2011,27131,2.0,3.0,5.0
2011,27137,63.0,50.0,113.0
2011,27139,13.0,11.0,24.0
2011,27141,38.0,16.0,54.0
2011,27145,31.0,14.0,45.0
2011,27153,5.0,8.0,13.0
2011,27157,11.0,4.0,15.0
2011,27159,8.0,10.0,18.0
2011,27163,83.0,66.0,149.0
2011,27169,30.0,10.0,40.0
2011,27171,17.0,19.0,36.0
2011,33001,24.0,18.0,42.0
2011,33003,33.0,20.0,53.0
2011,33005,44.0,17.0,61.0
2011,33007,2.0,8.0,10.0
2011,33009,27.0,13.0,40.0
2011,33011,255.0,131.0,386.0
2011,33013,72.0,35.0,107.0
2011,33015,295.0,127.0,422.0
2011,33017,121.0,35.0,156.0
2011,33019,14.0,8.0,22.0
2011,34001,90.0,33.0,123.0
2011,34003,157.0,64.0,221.0
2011,34005,210.0,23.0,233.0
2011,34007,83.0,6.0,89.0
2011,34009,39.0,4.0,43.0
2011,34011,69.0,15.0,84.0
2011,34013,120.0,27.0,147.0
2011,34015,116.0,18.0,134.0
2011,34017,26.0,2.0,28.0
2011,34019,431.0,9.0,440.0
2011,34021,178.0,39.0,217.0
2011,34023,161.0,60.0,221.0
2011,34025,278.0,78.0,356.0
2011,34027,389.0,89.0,478.0
2011,34029,177.0,45.0,222.0
2011,34031,131.0,42.0,173.0
2011,34033,43.0,22.0,65.0
2011,34035,142.0,29.0,171.0
2011,34037,330.0,112.0,442.0
2011,34039,64.0,25.0,89.0
2011,34041,162.0,120.0,282.0
2011,36001,260.0,104.0,364.0
2011,36005,25.0,14.0,39.0
2011,36007,40.0,22.0,62.0
2011,36009,5.0,0.0,5.0
2011,36015,5.0,0.0,5.0
2011,36017,14.0,6.0,20.0
2011,36019,10.0,3.0,13.0
2011,36021,169.0,69.0,238.0
2011,36025,7.0,3.0,10.0
2011,36027,145.0,60.0,205.0
2011,36029,13.0,1.0,14.0
2011,36031,11.0,5.0,16.0
2011,36033,4.0,3.0,7.0
2011,36035,4.0,1.0,5.0
2011,36039,111.0,37.0,148.0
2011,36043,12.0,0.0,12.0
2011,36045,36.0,8.0,44.0
2011,36047,107.0,71.0,178.0
2011,36053,11.0,3.0,14.0
2011,36055,14.0,8.0,22.0
2011,36057,27.0,3.0,30.0
2011,36059,26.0,4.0,30.0
2011,36061,217.0,135.0,352.0
2011,36065,40.0,9.0,49.0
2011,36067,71.0,15.0,86.0
2011,36071,209.0,107.0,316.0
2011,36075,5.0,0.0,5.0
2011,36077,22.0,13.0,35.0
2011,36079,49.0,53.0,102.0
2011,36081,71.0,46.0,117.0
2011,36083,197.0,84.0,281.0
2011,36085,20.0,25.0,45.0
2011,36087,70.0,26.0,96.0
2011,36089,31.0,9.0,40.0
2011,36091,97.0,73.0,170.0
2011,36093,26.0,4.0,30.0
2011,36095,25.0,4.0,29.0
2011,36097,3.0,3.0,6.0
2011,36099,4.0,1.0,5.0
2011,36103,207.0,127.0,334.0
2011,36105,21.0,16.0,37.0
2011,36107,19.0,5.0,24.0
2011,36109,107.0,38.0,145.0
2011,36111,134.0,59.0,193.0
2011,36113,17.0,2.0,19.0
2011,36115,222.0,50.0,272.0
2011,36119,138.0,29.0,167.0
2011,37135,0.0,8.0,8.0
2011,37183,3.0,12.0,15.0
2011,38017,8.0,1.0,9.0
2011,38035,6.0,2.0,8.0
2011,39049,6.0,1.0,7.0
2011,39061,3.0,2.0,5.0
2011,41019,1.0,4.0,5.0
2011,41051,3.0,3.0,6.0
2011,42001,54.0,9.0,63.0
2011,42005,141.0,5.0,146.0
2011,42007,21.0,0.0,21.0
2011,42009,27.0,4.0,31.0
2011,42011,24.0,2.0,26.0
2011,42013,21.0,8.0,29.0
2011,42015,38.0,8.0,46.0
2011,42017,567.0,20.0,587.0
2011,42019,215.0,13.0,228.0
2011,42021,28.0,2.0,30.0
2011,42023,16.0,5.0,21.0
2011,42025,42.0,10.0,52.0
2011,42027,88.0,30.0,118.0
2011,42029,663.0,112.0,775.0
2011,42031,30.0,8.0,38.0
2011,42033,209.0,21.0,230.0
2011,42035,40.0,2.0,42.0
2011,42037,73.0,8.0,81.0
2011,42041,84.0,8.0,92.0
2011,42043,130.0,36.0,166.0
2011,42045,24.0,1.0,25.0
2011,42047,52.0,10.0,62.0
2011,42049,23.0,2.0,25.0
2011,42055,51.0,1.0,52.0
2011,42057,39.0,4.0,43.0
2011,42061,18.0,5.0,23.0
2011,42063,75.0,7.0,82.0
2011,42065,99.0,9.0,108.0
2011,42067,23.0,1.0,24.0
2011,42069,26.0,1.0,27.0
2011,42071,12.0,1.0,13.0
2011,42075,76.0,12.0,88.0
2011,42077,173.0,20.0,193.0
2011,42079,70.0,7.0,77.0
2011,42081,86.0,6.0,92.0
2011,42083,37.0,5.0,42.0
2011,42087,43.0,0.0,43.0
2011,42089,75.0,13.0,88.0
2011,42091,360.0,71.0,431.0
2011,42093,15.0,2.0,17.0
2011,42095,144.0,26.0,170.0
2011,42097,24.0,10.0,34.0
2011,42099,26.0,2.0,28.0
2011,42101,128.0,37.0,165.0
2011,42103,14.0,5.0,19.0
2011,42105,11.0,3.0,14.0
2011,42109,24.0,3.0,27.0
2011,42113,5.0,0.0,5.0
2011,42115,23.0,0.0,23.0
2011,42119,20.0,3.0,23.0
2011,42121,7.0,2.0,9.0
2011,42123,6.0,2.0,8.0
2011,42127,77.0,15.0,92.0
2011,42129,41.0,5.0,46.0
2011,42131,38.0,4.0,42.0
2011,42133,229.0,12.0,241.0
2011,44001,9.0,3.0,12.0
2011,44003,9.0,5.0,14.0
2011,44007,30.0,34.0,64.0
2011,44009,58.0,6.0,64.0
2011,45091,6.0,1.0,7.0
2011,47037,0.0,6.0,6.0
2011,48121,2.0,6.0,8.0
2011,48201,4.0,4.0,8.0
2011,48439,2.0,3.0,5.0
2011,48453,2.0,3.0,5.0
2011,50001,33.0,11.0,44.0
2011,50003,122.0,52.0,174.0
2011,50007,49.0,7.0,56.0
2011,50011,6.0,1.0,7.0
2011,50015,4.0,1.0,5.0
2011,50017,15.0,2.0,17.0
2011,50021,92.0,24.0,116.0
2011,50023,11.0,4.0,15.0
2011,50025,65.0,20.0,85.0
2011,50027,70.0,23.0,93.0
2011,51003,25.0,18.0,43.0
2011,51013,15.0,6.0,21.0
2011,51015,26.0,9.0,35.0
2011,51019,7.0,4.0,11.0
2011,51031,8.0,1.0,9.0
2011,51041,14.0,0.0,14.0
2011,51043,13.0,4.0,17.0
2011,51047,7.0,2.0,9.0
2011,51059,106.0,20.0,126.0
2011,51061,16.0,1.0,17.0
2011,51063,8.0,0.0,8.0
2011,51069,37.0,7.0,44.0
2011,51099,5.0,0.0,5.0
2011,51107,163.0,98.0,261.0
2011,51109,3.0,4.0,7.0
2011,51121,11.0,0.0,11.0
2011,51131,5.0,0.0,5.0
2011,51139,7.0,2.0,9.0
2011,51153,17.0,10.0,27.0
2011,51165,21.0,3.0,24.0
2011,51171,13.0,3.0,16.0
2011,51179,5.0,0.0,5.0
2011,51187,17.0,7.0,24.0
2011,51540,2.0,3.0,5.0
2011,51660,5.0,1.0,6.0
2011,51680,20.0,14.0,34.0
2011,51770,1.0,4.0,5.0
2011,51790,4.0,1.0,5.0
2011,51840,7.0,0.0,7.0
2011,53033,5.0,0.0,5.0
2011,54003,58.0,2.0,60.0
2011,54027,8.0,0.0,8.0
2011,54037,27.0,6.0,33.0
2011,54065,6.0,1.0,7.0
2011,55001,37.0,14.0,51.0
2011,55003,13.0,4.0,17.0
2011,55005,92.0,66.0,158.0
2011,55007,18.0,11.0,29.0
2011,55009,23.0,19.0,42.0
2011,55011,17.0,2.0,19.0
2011,55013,23.0,25.0,48.0
2011,55015,4.0,3.0,7.0
2011,55017,74.0,54.0,128.0
2011,55019,41.0,9.0,50.0
2011,55021,89.0,26.0,115.0
2011,55023,14.0,7.0,21.0
2011,55025,140.0,51.0,191.0
2011,55027,11.0,7.0,18.0
2011,55029,2.0,3.0,5.0
2011,55031,18.0,31.0,49.0
2011,55033,66.0,32.0,98.0
2011,55035,93.0,51.0,144.0
2011,55043,15.0,5.0,20.0
2011,55045,10.0,0.0,10.0
2011,55047,16.0,4.0,20.0
2011,55049,28.0,5.0,33.0
2011,55053,29.0,34.0,63.0
2011,55055,15.0,9.0,24.0
2011,55057,40.0,8.0,48.0
2011,55059,4.0,1.0,5.0
2011,55063,53.0,13.0,66.0
2011,55067,15.0,2.0,17.0
2011,55069,44.0,40.0,84.0
2011,55071,2.0,5.0,7.0
2011,55073,132.0,75.0,207.0
2011,55075,32.0,12.0,44.0
2011,55077,61.0,4.0,65.0
2011,55078,10.0,1.0,11.0
2011,55079,40.0,19.0,59.0
2011,55081,66.0,10.0,76.0
2011,55083,7.0,0.0,7.0
2011,55085,46.0,41.0,87.0
2011,55087,22.0,9.0,31.0
2011,55089,10.0,2.0,12.0
2011,55091,12.0,7.0,19.0
2011,55093,18.0,8.0,26.0
2011,55095,54.0,57.0,111.0
2011,55097,86.0,33.0,119.0
2011,55099,31.0,23.0,54.0
2011,55103,20.0,13.0,33.0
2011,55105,23.0,3.0,26.0
2011,55107,23.0,28.0,51.0
