Year,FIPS,Confirmed,Probable,Total
2011,55109,68.0,23.0,91.0
2011,55111,60.0,41.0,101.0
2011,55113,35.0,25.0,60.0
2011,55115,26.0,25.0,51.0
2011,55117,10.0,5.0,15.0
2011,55119,23.0,1.0,24.0
2011,55121,37.0,21.0,58.0
2011,55123,33.0,13.0,46.0
2011,55125,26.0,8.0,34.0
2011,55127,38.0,11.0,49.0
2011,55129,35.0,25.0,60.0
2011,55131,16.0,6.0,22.0
2011,55133,58.0,31.0,89.0
2011,55135,50.0,47.0,97.0
2011,55137,37.0,7.0,44.0
2011,55139,34.0,10.0,44.0
2011,55141,59.0,44.0,103.0
2012,01089,1.0,4.0,5.0
2012,06073,6.0,0.0,6.0
2012,06087,3.0,3.0,6.0
2012,06097,12.0,0.0,12.0
2012,09001,145.0,80.0,225.0
2012,09003,110.0,33.0,143.0
2012,09005,42.0,25.0,67.0
2012,09007,74.0,19.0,93.0
2012,09009,141.0,72.0,213.0
2012,09011,191.0,72.0,263.0
2012,09013,103.0,26.0,129.0
2012,09015,97.0,25.0,122.0
2012,10001,83.0,27.0,110.0
2012,10003,291.0,107.0,398.0
2012,10005,102.0,21.0,123.0
2012,12021,2.0,3.0,5.0
2012,12057,7.0,2.0,9.0
2012,12071,8.0,0.0,8.0
2012,12086,5.0,8.0,13.0
2012,12103,3.0,3.0,6.0
2012,12111,1.0,4.0,5.0
2012,12115,3.0,3.0,6.0
2012,12127,4.0,2.0,6.0
2012,17031,53.0,0.0,53.0
2012,17043,27.0,0.0,27.0
2012,17057,5.0,0.0,5.0
2012,17097,10.0,0.0,10.0
2012,17111,26.0,0.0,26.0
2012,17141,6.0,0.0,6.0
2012,17143,5.0,0.0,5.0
2012,17197,6.0,0.0,6.0
2012,17201,5.0,0.0,5.0
2012,18089,5.0,0.0,5.0
2012,18127,14.0,1.0,15.0
2012,18141,4.0,2.0,6.0
2012,18149,3.0,2.0,5.0
2012,19005,2.0,9.0,11.0
2012,19013,2.0,3.0,5.0
2012,19043,5.0,7.0,12.0
2012,19061,6.0,3.0,9.0
2012,19103,22.0,4.0,26.0
2012,19113,7.0,6.0,13.0
2012,19139,4.0,1.0,5.0
2012,19153,4.0,2.0,6.0
2012,19163,7.0,4.0,11.0
2012,19191,4.0,4.0,8.0
2012,23001,69.0,11.0,80.0
2012,23005,208.0,58.0,266.0
2012,23007,6.0,0.0,6.0
2012,23009,47.0,12.0,59.0
2012,23011,105.0,23.0,128.0
2012,23013,80.0,29.0,109.0
2012,23015,55.0,10.0,65.0
2012,23017,19.0,6.0,25.0
2012,23019,18.0,3.0,21.0
2012,23023,47.0,12.0,59.0
2012,23025,8.0,3.0,11.0
2012,23027,45.0,10.0,55.0
2012,23029,5.0,1.0,6.0
2012,23031,171.0,46.0,217.0
2012,24001,10.0,4.0,14.0
2012,24003,81.0,31.0,112.0
2012,24005,109.0,62.0,171.0
2012,24009,25.0,20.0,45.0
2012,24011,34.0,4.0,38.0
2012,24013,55.0,50.0,105.0
2012,24015,39.0,47.0,86.0
2012,24017,50.0,15.0,65.0
2012,24019,16.0,14.0,30.0
2012,24021,87.0,30.0,117.0
2012,24025,55.0,16.0,71.0
2012,24027,111.0,28.0,139.0
2012,24029,29.0,19.0,48.0
2012,24031,232.0,106.0,338.0
2012,24033,14.0,8.0,22.0
2012,24035,38.0,19.0,57.0
2012,24037,4.0,9.0,13.0
2012,24039,4.0,1.0,5.0
2012,24041,25.0,14.0,39.0
2012,24043,47.0,18.0,65.0
2012,24045,14.0,9.0,23.0
2012,24047,9.0,0.0,9.0
2012,24510,19.0,13.0,32.0
2012,25001,185.0,112.0,297.0
2012,25003,61.0,29.0,90.0
2012,25005,357.0,166.0,523.0
2012,25007,46.0,38.0,84.0
2012,25009,314.0,197.0,511.0
2012,25011,47.0,20.0,67.0
2012,25013,104.0,68.0,172.0
2012,25015,74.0,50.0,124.0
2012,25017,495.0,292.0,787.0
2012,25019,45.0,22.0,67.0
2012,25021,381.0,173.0,554.0
2012,25023,500.0,191.0,691.0
2012,25025,63.0,58.0,121.0
2012,25027,299.0,151.0,450.0
2012,26021,6.0,0.0,6.0
2012,26041,3.0,2.0,5.0
2012,26043,4.0,2.0,6.0
2012,26109,14.0,4.0,18.0
2012,26131,5.0,0.0,5.0
2012,26163,6.0,0.0,6.0
2012,27001,7.0,3.0,10.0
2012,27003,76.0,48.0,124.0
2012,27005,13.0,4.0,17.0
2012,27007,18.0,8.0,26.0
2012,27009,9.0,4.0,13.0
2012,27017,15.0,19.0,34.0
2012,27019,3.0,3.0,6.0
2012,27021,23.0,35.0,58.0
2012,27025,15.0,12.0,27.0
2012,27035,35.0,67.0,102.0
2012,27037,59.0,28.0,87.0
2012,27041,5.0,4.0,9.0
2012,27045,5.0,0.0,5.0
2012,27049,14.0,9.0,23.0
2012,27053,95.0,60.0,155.0
2012,27055,19.0,7.0,26.0
2012,27057,15.0,9.0,24.0
2012,27059,7.0,8.0,15.0
2012,27061,29.0,18.0,47.0
2012,27065,4.0,7.0,11.0
2012,27067,4.0,2.0,6.0
2012,27075,8.0,2.0,10.0
2012,27095,9.0,16.0,25.0
2012,27097,7.0,6.0,13.0
2012,27109,11.0,6.0,17.0
2012,27111,15.0,4.0,19.0
2012,27115,17.0,13.0,30.0
2012,27119,6.0,2.0,8.0
2012,27123,75.0,47.0,122.0
2012,27135,5.0,0.0,5.0
2012,27137,54.0,19.0,73.0
2012,27139,13.0,4.0,17.0
2012,27141,32.0,13.0,45.0
2012,27145,23.0,5.0,28.0
2012,27153,3.0,4.0,7.0
2012,27157,3.0,2.0,5.0
2012,27159,5.0,5.0,10.0
2012,27163,87.0,59.0,146.0
2012,27169,27.0,10.0,37.0
2012,27171,12.0,10.0,22.0
2012,33001,17.0,12.0,29.0
2012,33003,35.0,13.0,48.0
2012,33005,31.0,12.0,43.0
2012,33009,36.0,6.0,42.0
2012,33011,289.0,136.0,425.0
2012,33013,95.0,31.0,126.0
2012,33015,359.0,187.0,546.0
2012,33017,124.0,47.0,171.0
2012,33019,12.0,3.0,15.0
2012,34001,67.0,30.0,97.0
2012,34003,118.0,65.0,183.0
2012,34005,225.0,35.0,260.0
2012,34007,74.0,14.0,88.0
2012,34009,40.0,1.0,41.0
2012,34011,64.0,24.0,88.0
2012,34013,102.0,19.0,121.0
2012,34015,110.0,28.0,138.0
2012,34017,21.0,5.0,26.0
2012,34019,207.0,0.0,207.0
2012,34021,112.0,29.0,141.0
2012,34023,90.0,68.0,158.0
2012,34025,270.0,67.0,337.0
2012,34027,322.0,79.0,401.0
2012,34029,154.0,50.0,204.0
2012,34031,135.0,37.0,172.0
2012,34033,27.0,26.0,53.0
2012,34035,191.0,60.0,251.0
2012,34037,221.0,114.0,335.0
2012,34039,64.0,12.0,76.0
2012,34041,115.0,81.0,196.0
2012,36001,113.0,1.0,114.0
2012,36005,19.0,13.0,32.0
2012,36007,35.0,29.0,64.0
2012,36013,4.0,2.0,6.0
2012,36015,6.0,0.0,6.0
2012,36017,13.0,1.0,14.0
2012,36019,8.0,1.0,9.0
2012,36021,113.0,70.0,183.0
2012,36023,2.0,3.0,5.0
2012,36025,10.0,3.0,13.0
2012,36027,89.0,43.0,132.0
2012,36029,10.0,1.0,11.0
2012,36031,17.0,5.0,22.0
2012,36033,6.0,1.0,7.0
2012,36035,4.0,1.0,5.0
2012,36039,63.0,51.0,114.0
2012,36043,22.0,1.0,23.0
2012,36045,34.0,9.0,43.0
2012,36047,73.0,52.0,125.0
2012,36049,4.0,3.0,7.0
2012,36053,5.0,1.0,6.0
2012,36055,35.0,5.0,40.0
2012,36057,13.0,7.0,20.0
2012,36059,11.0,3.0,14.0
2012,36061,148.0,114.0,262.0
2012,36065,29.0,7.0,36.0
2012,36067,22.0,2.0,24.0
2012,36069,5.0,2.0,7.0
2012,36071,111.0,78.0,189.0
2012,36075,15.0,2.0,17.0
2012,36077,19.0,13.0,32.0
2012,36079,49.0,27.0,76.0
2012,36081,62.0,26.0,88.0
2012,36083,118.0,96.0,214.0
2012,36085,28.0,7.0,35.0
2012,36087,56.0,32.0,88.0
2012,36089,41.0,9.0,50.0
2012,36091,80.0,56.0,136.0
2012,36093,15.0,3.0,18.0
2012,36095,11.0,1.0,12.0
2012,36097,11.0,3.0,14.0
2012,36101,6.0,0.0,6.0
2012,36103,156.0,84.0,240.0
2012,36105,17.0,6.0,23.0
2012,36107,24.0,3.0,27.0
2012,36109,18.0,3.0,21.0
2012,36111,109.0,43.0,152.0
2012,36113,29.0,4.0,33.0
2012,36115,77.0,0.0,77.0
2012,36119,51.0,20.0,71.0
2012,36123,5.0,0.0,5.0
2012,37051,2.0,10.0,12.0
2012,37081,3.0,3.0,6.0
2012,37119,0.0,5.0,5.0
2012,37135,1.0,4.0,5.0
2012,37183,2.0,11.0,13.0
2012,38017,5.0,3.0,8.0
2012,39029,5.0,0.0,5.0
2012,39041,5.0,0.0,5.0
2012,39151,1.0,4.0,5.0
2012,41003,1.0,4.0,5.0
2012,41029,1.0,5.0,6.0
2012,41033,0.0,11.0,11.0
2012,42001,52.0,9.0,61.0
2012,42003,9.0,1.0,10.0
2012,42005,125.0,11.0,136.0
2012,42007,23.0,1.0,24.0
2012,42009,30.0,7.0,37.0
2012,42011,18.0,2.0,20.0
2012,42013,25.0,12.0,37.0
2012,42015,45.0,7.0,52.0
2012,42017,320.0,56.0,376.0
2012,42019,214.0,21.0,235.0
2012,42021,29.0,2.0,31.0
2012,42023,14.0,2.0,16.0
2012,42025,51.0,12.0,63.0
2012,42027,84.0,34.0,118.0
2012,42029,449.0,161.0,610.0
2012,42031,56.0,10.0,66.0
2012,42033,197.0,71.0,268.0
2012,42035,30.0,0.0,30.0
2012,42037,60.0,9.0,69.0
2012,42039,10.0,3.0,13.0
2012,42041,111.0,8.0,119.0
2012,42043,95.0,16.0,111.0
2012,42045,215.0,56.0,271.0
2012,42047,63.0,16.0,79.0
2012,42049,14.0,0.0,14.0
2012,42053,8.0,0.0,8.0
2012,42055,40.0,5.0,45.0
2012,42057,31.0,9.0,40.0
2012,42061,21.0,5.0,26.0
2012,42063,88.0,11.0,99.0
2012,42065,121.0,17.0,138.0
2012,42067,18.0,4.0,22.0
2012,42069,38.0,5.0,43.0
2012,42071,13.0,0.0,13.0
2012,42073,6.0,0.0,6.0
2012,42075,51.0,10.0,61.0
2012,42077,126.0,27.0,153.0
2012,42079,49.0,3.0,52.0
2012,42081,71.0,10.0,81.0
2012,42083,27.0,3.0,30.0
2012,42085,7.0,3.0,10.0
2012,42087,35.0,0.0,35.0
2012,42089,55.0,15.0,70.0
2012,42091,183.0,65.0,248.0
2012,42093,28.0,4.0,32.0
2012,42095,93.0,36.0,129.0
2012,42097,19.0,5.0,24.0
2012,42099,21.0,2.0,23.0
2012,42101,106.0,25.0,131.0
2012,42103,9.0,4.0,13.0
2012,42105,7.0,4.0,11.0
2012,42107,26.0,2.0,28.0
2012,42109,19.0,2.0,21.0
2012,42115,10.0,2.0,12.0
2012,42119,23.0,5.0,28.0
2012,42121,6.0,0.0,6.0
2012,42123,5.0,0.0,5.0
2012,42125,15.0,0.0,15.0
2012,42127,37.0,8.0,45.0
2012,42129,74.0,13.0,87.0
2012,42131,26.0,3.0,29.0
2012,42133,277.0,51.0,328.0
2012,44001,6.0,1.0,7.0
2012,44003,11.0,15.0,26.0
2012,44005,13.0,8.0,21.0
2012,44007,50.0,35.0,85.0
2012,44009,52.0,23.0,75.0
2012,45019,4.0,2.0,6.0
2012,45051,9.0,0.0,9.0
2012,45091,4.0,2.0,6.0
2012,48049,0.0,5.0,5.0
2012,48121,0.0,5.0,5.0
2012,48201,5.0,6.0,11.0
2012,48339,4.0,6.0,10.0
2012,50001,20.0,9.0,29.0
2012,50003,89.0,39.0,128.0
2012,50005,4.0,2.0,6.0
2012,50007,55.0,13.0,68.0
2012,50011,11.0,1.0,12.0
2012,50013,4.0,1.0,5.0
2012,50017,18.0,1.0,19.0
2012,50021,77.0,21.0,98.0
2012,50023,8.0,4.0,12.0
2012,50025,44.0,25.0,69.0
2012,50027,52.0,19.0,71.0
2012,51001,2.0,3.0,5.0
2012,51003,21.0,10.0,31.0
2012,51009,11.0,2.0,13.0
2012,51013,9.0,1.0,10.0
2012,51015,20.0,5.0,25.0
2012,51019,18.0,1.0,19.0
2012,51031,4.0,1.0,5.0
2012,51035,4.0,1.0,5.0
2012,51041,10.0,3.0,13.0
2012,51043,3.0,5.0,8.0
2012,51047,12.0,4.0,16.0
2012,51059,108.0,40.0,148.0
2012,51061,27.0,2.0,29.0
2012,51063,32.0,1.0,33.0
2012,51069,37.0,21.0,58.0
2012,51071,6.0,0.0,6.0
2012,51079,3.0,4.0,7.0
2012,51087,14.0,1.0,15.0
2012,51099,4.0,2.0,6.0
2012,51107,137.0,82.0,219.0
2012,51113,5.0,0.0,5.0
2012,51121,44.0,0.0,44.0
2012,51137,6.0,1.0,7.0
2012,51139,5.0,0.0,5.0
2012,51143,4.0,1.0,5.0
2012,51153,19.0,10.0,29.0
2012,51155,21.0,0.0,21.0
2012,51157,6.0,4.0,10.0
2012,51165,22.0,6.0,28.0
2012,51171,12.0,10.0,22.0
2012,51177,8.0,4.0,12.0
2012,51179,9.0,6.0,15.0
2012,51187,15.0,20.0,35.0
2012,51197,5.0,0.0,5.0
2012,51540,3.0,2.0,5.0
2012,51550,5.0,1.0,6.0
2012,51680,26.0,5.0,31.0
2012,51700,4.0,2.0,6.0
2012,51750,6.0,0.0,6.0
2012,51790,8.0,2.0,10.0
2012,51810,4.0,3.0,7.0
2012,51830,4.0,1.0,5.0
2012,51840,9.0,3.0,12.0
2012,54003,38.0,5.0,43.0
2012,54027,5.0,0.0,5.0
2012,54037,22.0,4.0,26.0
2012,54065,8.0,4.0,12.0
2012,55001,16.0,13.0,29.0
2012,55003,9.0,3.0,12.0
2012,55005,56.0,9.0,65.0
2012,55007,12.0,9.0,21.0
2012,55009,23.0,3.0,26.0
2012,55011,6.0,5.0,11.0
2012,55013,24.0,1.0,25.0
2012,55017,54.0,12.0,66.0
2012,55019,17.0,3.0,20.0
2012,55021,23.0,5.0,28.0
2012,55023,8.0,0.0,8.0
2012,55025,72.0,17.0,89.0
2012,55027,4.0,1.0,5.0
2012,55029,6.0,2.0,8.0
2012,55031,19.0,3.0,22.0
2012,55033,25.0,3.0,28.0
2012,55035,71.0,17.0,88.0
2012,55041,2.0,3.0,5.0
2012,55043,8.0,4.0,12.0
2012,55047,8.0,2.0,10.0
2012,55049,11.0,1.0,12.0
2012,55053,20.0,12.0,32.0
2012,55055,5.0,2.0,7.0
2012,55057,22.0,12.0,34.0
2012,55059,3.0,2.0,5.0
2012,55063,15.0,12.0,27.0
2012,55065,4.0,1.0,5.0
2012,55069,20.0,11.0,31.0
2012,55073,75.0,10.0,85.0
2012,55075,28.0,14.0,42.0
2012,55077,25.0,2.0,27.0
2012,55078,12.0,0.0,12.0
2012,55079,18.0,2.0,20.0
2012,55081,25.0,5.0,30.0
2012,55083,9.0,3.0,12.0
2012,55085,31.0,23.0,54.0
2012,55087,10.0,1.0,11.0
2012,55091,7.0,3.0,10.0
2012,55093,19.0,17.0,36.0
2012,55095,60.0,9.0,69.0
2012,55097,42.0,20.0,62.0
2012,55099,14.0,4.0,18.0
2012,55101,13.0,7.0,20.0
2012,55103,18.0,7.0,25.0
2012,55105,8.0,1.0,9.0
2012,55107,9.0,3.0,12.0
2012,55109,31.0,7.0,38.0
2012,55111,38.0,21.0,59.0
2012,55113,24.0,9.0,33.0
2012,55115,15.0,4.0,19.0
2012,55119,13.0,1.0,14.0
2012,55121,15.0,4.0,19.0
2012,55123,29.0,7.0,36.0
2012,55125,24.0,0.0,24.0
2012,55127,23.0,5.0,28.0
2012,55129,23.0,8.0,31.0
2012,55131,5.0,0.0,5.0
2012,55133,34.0,5.0,39.0
2012,55135,32.0,5.0,37.0
2012,55137,9.0,2.0,11.0
2012,55139,5.0,1.0,6.0
2012,55141,35.0,11.0,46.0
2013,04013,12.0,4.0,16.0
2013,04019,3.0,3.0,6.0
2013,06037,17.0,3.0,20.0
2013,06041,5.0,1.0,6.0
2013,06075,2.0,7.0,9.0
2013,06081,7.0,1.0,8.0
2013,06085,12.0,0.0,12.0
2013,06087,4.0,1.0,5.0
2013,06097,6.0,0.0,6.0
2013,09001,309.0,134.0,443.0
2013,09003,221.0,67.0,288.0
2013,09005,145.0,42.0,187.0
2013,09007,135.0,46.0,181.0
2013,09009,288.0,100.0,388.0
2013,09011,312.0,90.0,402.0
2013,09013,201.0,54.0,255.0
2013,09015,158.0,26.0,184.0
2013,10001,63.0,15.0,78.0
2013,10003,236.0,63.0,299.0
2013,10005,82.0,21.0,103.0
2013,11001,30.0,2.0,32.0
2013,12009,3.0,2.0,5.0
2013,12021,3.0,2.0,5.0
2013,12033,5.0,1.0,6.0
2013,12057,7.0,4.0,11.0
2013,12071,10.0,3.0,13.0
2013,12081,2.0,4.0,6.0
2013,12086,5.0,3.0,8.0
2013,12099,6.0,0.0,6.0
2013,12103,4.0,3.0,7.0
2013,12115,6.0,5.0,11.0
2013,17015,5.0,0.0,5.0
2013,17019,5.0,0.0,5.0
2013,17031,78.0,0.0,78.0
2013,17043,39.0,0.0,39.0
2013,17085,14.0,0.0,14.0
2013,17089,18.0,0.0,18.0
2013,17095,5.0,0.0,5.0
2013,17097,36.0,0.0,36.0
2013,17099,6.0,0.0,6.0
2013,17111,36.0,0.0,36.0
2013,17161,5.0,0.0,5.0
2013,17179,5.0,0.0,5.0
2013,17183,6.0,0.0,6.0
2013,17195,8.0,0.0,8.0
2013,17197,13.0,0.0,13.0
2013,17201,7.0,0.0,7.0
2013,18089,5.0,0.0,5.0
2013,18091,5.0,0.0,5.0
2013,18127,19.0,0.0,19.0
2013,18141,11.0,5.0,16.0
2013,18149,5.0,0.0,5.0
2013,19005,2.0,4.0,6.0
2013,19013,4.0,2.0,6.0
2013,19043,13.0,4.0,17.0
2013,19055,2.0,5.0,7.0
2013,19057,2.0,3.0,5.0
2013,19061,20.0,9.0,29.0
2013,19095,2.0,3.0,5.0
2013,19097,4.0,7.0,11.0
2013,19103,38.0,2.0,40.0
2013,19113,9.0,6.0,15.0
2013,19139,4.0,4.0,8.0
2013,19153,4.0,4.0,8.0
2013,19163,10.0,2.0,12.0
2013,19191,5.0,8.0,13.0
2013,20045,4.0,2.0,6.0
2013,20091,5.0,2.0,7.0
2013,23001,58.0,11.0,69.0
2013,23005,280.0,71.0,351.0
2013,23007,8.0,2.0,10.0
2013,23009,86.0,13.0,99.0
2013,23011,155.0,30.0,185.0
2013,23013,78.0,17.0,95.0
2013,23015,57.0,12.0,69.0
2013,23017,41.0,9.0,50.0
2013,23019,34.0,5.0,39.0
2013,23023,42.0,11.0,53.0
2013,23025,27.0,5.0,32.0
2013,23027,76.0,10.0,86.0
2013,23029,12.0,1.0,13.0
2013,23031,170.0,49.0,219.0
2013,24001,23.0,10.0,33.0
2013,24003,62.0,35.0,97.0
2013,24005,99.0,45.0,144.0
2013,24009,31.0,32.0,63.0
2013,24011,15.0,5.0,20.0
2013,24013,35.0,12.0,47.0
2013,24015,37.0,22.0,59.0
2013,24017,39.0,12.0,51.0
2013,24019,7.0,5.0,12.0
2013,24021,48.0,34.0,82.0
2013,24025,65.0,38.0,103.0
2013,24027,72.0,19.0,91.0
2013,24029,19.0,15.0,34.0
2013,24031,59.0,28.0,87.0
2013,24035,33.0,15.0,48.0
2013,24037,30.0,17.0,47.0
2013,24039,8.0,3.0,11.0
2013,24041,22.0,23.0,45.0
2013,24043,58.0,13.0,71.0
2013,24045,17.0,2.0,19.0
2013,24510,11.0,6.0,17.0
2013,25001,182.0,89.0,271.0
2013,25003,83.0,44.0,127.0
2013,25005,401.0,154.0,555.0
2013,25007,32.0,39.0,71.0
2013,25009,380.0,147.0,527.0
2013,25011,48.0,19.0,67.0
2013,25013,155.0,53.0,208.0
2013,25015,108.0,35.0,143.0
2013,25017,692.0,244.0,936.0
2013,25019,45.0,14.0,59.0
2013,25021,432.0,141.0,573.0
2013,25023,608.0,217.0,825.0
2013,25025,78.0,48.0,126.0
2013,25027,407.0,171.0,578.0
2013,26005,3.0,5.0,8.0
2013,26021,7.0,4.0,11.0
2013,26041,7.0,3.0,10.0
2013,26043,12.0,6.0,18.0
2013,26065,3.0,2.0,5.0
2013,26109,24.0,16.0,40.0
2013,26131,4.0,2.0,6.0
2013,26161,9.0,4.0,13.0
2013,27001,12.0,9.0,21.0
2013,27003,129.0,63.0,192.0
2013,27005,17.0,10.0,27.0
2013,27007,20.0,13.0,33.0
2013,27009,7.0,2.0,9.0
2013,27013,3.0,4.0,7.0
2013,27017,20.0,18.0,38.0
2013,27019,17.0,13.0,30.0
2013,27021,27.0,39.0,66.0
2013,27025,35.0,16.0,51.0
2013,27027,7.0,1.0,8.0
2013,27029,2.0,3.0,5.0
2013,27035,63.0,65.0,128.0
2013,27037,88.0,66.0,154.0
2013,27041,6.0,1.0,7.0
2013,27045,6.0,5.0,11.0
2013,27049,24.0,10.0,34.0
2013,27053,172.0,104.0,276.0
2013,27055,18.0,6.0,24.0
2013,27057,17.0,12.0,29.0
2013,27059,16.0,10.0,26.0
2013,27061,41.0,23.0,64.0
2013,27065,13.0,8.0,21.0
2013,27067,5.0,5.0,10.0
2013,27079,3.0,3.0,6.0
2013,27085,4.0,2.0,6.0
2013,27091,1.0,4.0,5.0
2013,27093,3.0,2.0,5.0
2013,27095,13.0,7.0,20.0
2013,27097,12.0,11.0,23.0
2013,27109,21.0,11.0,32.0
2013,27111,24.0,8.0,32.0
2013,27115,26.0,24.0,50.0
2013,27119,7.0,4.0,11.0
2013,27123,111.0,89.0,200.0
2013,27131,8.0,3.0,11.0
2013,27137,81.0,58.0,139.0
2013,27139,20.0,11.0,31.0
2013,27141,48.0,25.0,73.0
2013,27145,37.0,13.0,50.0
2013,27153,11.0,5.0,16.0
2013,27157,12.0,3.0,15.0
2013,27159,13.0,8.0,21.0
2013,27163,129.0,67.0,196.0
2013,27169,23.0,8.0,31.0
2013,27171,25.0,16.0,41.0
2013,32003,3.0,2.0,5.0
2013,33001,36.0,11.0,47.0
2013,33003,44.0,16.0,60.0
2013,33005,56.0,16.0,72.0
2013,33009,73.0,5.0,78.0
2013,33011,384.0,115.0,499.0
2013,33013,111.0,36.0,147.0
2013,33015,407.0,116.0,523.0
2013,33017,171.0,41.0,212.0
2013,33019,33.0,6.0,39.0
2013,34001,45.0,22.0,67.0
2013,34003,158.0,83.0,241.0
2013,34005,167.0,44.0,211.0
2013,34007,69.0,60.0,129.0
2013,34009,24.0,2.0,26.0
2013,34011,48.0,12.0,60.0
2013,34013,104.0,27.0,131.0
2013,34015,83.0,18.0,101.0
2013,34017,37.0,12.0,49.0
2013,34019,218.0,7.0,225.0
2013,34021,107.0,34.0,141.0
2013,34023,117.0,43.0,160.0
2013,34025,277.0,95.0,372.0
2013,34027,422.0,136.0,558.0
2013,34029,149.0,61.0,210.0
2013,34031,150.0,30.0,180.0
2013,34033,28.0,24.0,52.0
2013,34035,167.0,48.0,215.0
2013,34037,225.0,122.0,347.0
2013,34039,67.0,11.0,78.0
2013,34041,123.0,90.0,213.0
2013,36001,123.0,0.0,123.0
2013,36005,36.0,11.0,47.0
2013,36007,57.0,52.0,109.0
2013,36011,11.0,1.0,12.0
2013,36013,8.0,1.0,9.0
2013,36015,22.0,3.0,25.0
2013,36017,24.0,10.0,34.0
2013,36019,28.0,10.0,38.0
2013,36021,151.0,65.0,216.0
2013,36023,5.0,0.0,5.0
2013,36025,15.0,8.0,23.0
2013,36027,139.0,34.0,173.0
2013,36029,18.0,3.0,21.0
2013,36031,58.0,25.0,83.0
2013,36033,15.0,3.0,18.0
2013,36035,19.0,4.0,23.0
2013,36039,161.0,43.0,204.0
2013,36043,38.0,0.0,38.0
2013,36045,92.0,9.0,101.0
2013,36047,158.0,87.0,245.0
2013,36049,7.0,0.0,7.0
2013,36053,27.0,8.0,35.0
2013,36055,71.0,18.0,89.0
2013,36057,22.0,4.0,26.0
2013,36059,25.0,0.0,25.0
2013,36061,195.0,113.0,308.0
2013,36065,71.0,11.0,82.0
2013,36067,39.0,6.0,45.0
2013,36069,11.0,7.0,18.0
2013,36071,182.0,75.0,257.0
2013,36075,39.0,17.0,56.0
2013,36077,44.0,19.0,63.0
2013,36079,99.0,26.0,125.0
2013,36081,76.0,28.0,104.0
2013,36083,206.0,104.0,310.0
2013,36085,29.0,10.0,39.0
2013,36087,81.0,27.0,108.0
2013,36089,139.0,16.0,155.0
2013,36091,144.0,63.0,207.0
2013,36093,26.0,3.0,29.0
2013,36095,26.0,5.0,31.0
2013,36097,30.0,4.0,34.0
2013,36101,20.0,0.0,20.0
2013,36103,153.0,48.0,201.0
2013,36105,21.0,5.0,26.0
2013,36107,44.0,17.0,61.0
2013,36109,34.0,9.0,43.0
2013,36111,167.0,55.0,222.0
2013,36113,73.0,3.0,76.0
2013,36115,126.0,1.0,127.0
2013,36117,14.0,1.0,15.0
2013,36119,56.0,23.0,79.0
2013,36123,7.0,7.0,14.0
2013,37067,1.0,5.0,6.0
2013,37077,0.0,6.0,6.0
2013,37081,2.0,3.0,5.0
2013,37151,0.0,7.0,7.0
2013,37179,4.0,5.0,9.0
2013,37183,5.0,19.0,24.0
2013,38017,6.0,8.0,14.0
2013,39035,6.0,0.0,6.0
2013,39045,5.0,0.0,5.0
2013,39049,11.0,5.0,16.0
2013,39061,7.0,1.0,8.0
2013,39113,4.0,1.0,5.0
2013,39157,3.0,2.0,5.0
2013,41029,1.0,7.0,8.0
2013,41051,3.0,8.0,11.0
2013,42001,39.0,8.0,47.0
2013,42005,229.0,3.0,232.0
2013,42007,73.0,0.0,73.0
2013,42009,49.0,5.0,54.0
2013,42011,8.0,11.0,19.0
2013,42013,66.0,19.0,85.0
2013,42015,81.0,18.0,99.0
2013,42017,328.0,9.0,337.0
2013,42019,314.0,18.0,332.0
2013,42021,61.0,2.0,63.0
2013,42023,17.0,4.0,21.0
2013,42025,29.0,9.0,38.0
2013,42027,85.0,65.0,150.0
2013,42029,374.0,115.0,489.0
2013,42031,83.0,11.0,94.0
2013,42033,259.0,49.0,308.0
2013,42035,33.0,4.0,37.0
2013,42037,52.0,5.0,57.0
2013,42041,79.0,4.0,83.0
2013,42043,110.0,9.0,119.0
2013,42045,56.0,26.0,82.0
2013,42047,93.0,23.0,116.0
2013,42049,20.0,4.0,24.0
2013,42051,10.0,1.0,11.0
2013,42053,10.0,0.0,10.0
2013,42055,41.0,4.0,45.0
2013,42057,20.0,9.0,29.0
2013,42061,42.0,9.0,51.0
2013,42063,193.0,15.0,208.0
2013,42065,219.0,17.0,236.0
2013,42067,33.0,5.0,38.0
2013,42069,53.0,4.0,57.0
2013,42071,5.0,2.0,7.0
2013,42073,11.0,1.0,12.0
2013,42075,91.0,4.0,95.0
2013,42077,115.0,28.0,143.0
2013,42079,75.0,29.0,104.0
2013,42081,98.0,11.0,109.0
2013,42083,48.0,2.0,50.0
2013,42085,8.0,1.0,9.0
2013,42087,39.0,6.0,45.0
2013,42089,77.0,15.0,92.0
2013,42091,229.0,72.0,301.0
2013,42093,18.0,2.0,20.0
2013,42095,107.0,29.0,136.0
2013,42097,40.0,6.0,46.0
2013,42099,33.0,1.0,34.0
2013,42101,125.0,20.0,145.0
2013,42103,26.0,0.0,26.0
2013,42105,22.0,4.0,26.0
2013,42107,6.0,1.0,7.0
2013,42109,24.0,2.0,26.0
2013,42111,18.0,2.0,20.0
2013,42113,9.0,0.0,9.0
2013,42115,36.0,3.0,39.0
2013,42117,13.0,4.0,17.0
2013,42119,24.0,3.0,27.0
2013,42121,22.0,1.0,23.0
2013,42123,5.0,0.0,5.0
