Year,FIPS,0-19,20+,Suppressed,Unknown,Total
2012,06073,0.0,0.0,6.0,0.0,6.0
2012,06087,0.0,0.0,6.0,0.0,6.0
2012,06097,0.0,0.0,12.0,0.0,12.0
2012,09001,99.0,126.0,0.0,0.0,225.0
2012,09003,60.0,81.0,2.0,0.0,143.0
2012,09005,33.0,34.0,0.0,0.0,67.0
2012,09007,32.0,61.0,0.0,0.0,93.0
2012,09009,69.0,144.0,0.0,0.0,213.0
2012,09011,57.0,205.0,1.0,0.0,263.0
2012,09013,45.0,84.0,0.0,0.0,129.0
2012,09015,51.0,70.0,1.0,0.0,122.0
2012,10001,18.0,91.0,1.0,0.0,110.0
2012,10003,92.0,306.0,0.0,0.0,398.0
2012,10005,24.0,99.0,0.0,0.0,123.0
2012,12021,0.0,0.0,5.0,0.0,5.0
2012,12057,0.0,7.0,2.0,0.0,9.0
2012,12071,0.0,0.0,8.0,0.0,8.0
2012,12086,0.0,7.0,6.0,0.0,13.0
2012,12103,0.0,0.0,6.0,0.0,6.0
2012,12111,0.0,0.0,5.0,0.0,5.0
2012,12115,0.0,0.0,6.0,0.0,6.0
2012,12127,0.0,0.0,6.0,0.0,6.0
2012,17031,13.0,40.0,0.0,0.0,53.0
2012,17043,8.0,17.0,2.0,0.0,27.0
2012,17057,0.0,0.0,5.0,0.0,5.0
2012,17097,0.0,9.0,1.0,0.0,10.0
2012,17111,6.0,19.0,1.0,0.0,26.0
2012,17141,0.0,0.0,6.0,0.0,6.0
2012,17143,0.0,0.0,5.0,0.0,5.0
2012,17197,0.0,0.0,6.0,0.0,6.0
2012,17201,0.0,0.0,5.0,0.0,5.0
2012,18089,0.0,0.0,5.0,0.0,5.0
2012,18127,0.0,12.0,3.0,0.0,15.0
2012,18141,0.0,0.0,6.0,0.0,6.0
2012,18149,0.0,0.0,5.0,0.0,5.0
2012,19005,0.0,10.0,1.0,0.0,11.0
2012,19013,0.0,0.0,5.0,0.0,5.0
2012,19043,0.0,10.0,2.0,0.0,12.0
2012,19061,0.0,0.0,9.0,0.0,9.0
2012,19103,0.0,21.0,5.0,0.0,26.0
2012,19113,0.0,9.0,4.0,0.0,13.0
2012,19139,0.0,0.0,5.0,0.0,5.0
2012,19153,0.0,0.0,6.0,0.0,6.0
2012,19163,0.0,0.0,11.0,0.0,11.0
2012,19191,0.0,0.0,8.0,0.0,8.0
2012,23001,15.0,65.0,0.0,0.0,80.0
2012,23005,61.0,205.0,0.0,0.0,266.0
2012,23007,0.0,5.0,1.0,0.0,6.0
2012,23009,12.0,47.0,0.0,0.0,59.0
2012,23011,36.0,92.0,0.0,0.0,128.0
2012,23013,26.0,83.0,0.0,0.0,109.0
2012,23015,5.0,58.0,2.0,0.0,65.0
2012,23017,0.0,19.0,6.0,0.0,25.0
2012,23019,0.0,18.0,3.0,0.0,21.0
2012,23023,16.0,43.0,0.0,0.0,59.0
2012,23025,0.0,6.0,5.0,0.0,11.0
2012,23027,10.0,44.0,1.0,0.0,55.0
2012,23029,0.0,6.0,0.0,0.0,6.0
2012,23031,62.0,155.0,0.0,0.0,217.0
2012,24001,6.0,0.0,8.0,0.0,14.0
2012,24003,47.0,65.0,0.0,0.0,112.0
2012,24005,49.0,122.0,0.0,0.0,171.0
2012,24009,14.0,31.0,0.0,0.0,45.0
2012,24011,6.0,29.0,3.0,0.0,38.0
2012,24013,31.0,74.0,0.0,0.0,105.0
2012,24015,26.0,60.0,0.0,0.0,86.0
2012,24017,7.0,54.0,4.0,0.0,65.0
2012,24019,6.0,22.0,2.0,0.0,30.0
2012,24021,46.0,71.0,0.0,0.0,117.0
2012,24025,18.0,51.0,2.0,0.0,71.0
2012,24027,51.0,85.0,3.0,0.0,139.0
2012,24029,15.0,33.0,0.0,0.0,48.0
2012,24031,113.0,225.0,0.0,0.0,338.0
2012,24033,0.0,20.0,2.0,0.0,22.0
2012,24035,18.0,39.0,0.0,0.0,57.0
2012,24037,0.0,12.0,1.0,0.0,13.0
2012,24039,0.0,5.0,0.0,0.0,5.0
2012,24041,0.0,32.0,7.0,0.0,39.0
2012,24043,15.0,50.0,0.0,0.0,65.0
2012,24045,0.0,18.0,5.0,0.0,23.0
2012,24047,0.0,7.0,2.0,0.0,9.0
2012,24510,6.0,25.0,1.0,0.0,32.0
2012,25001,0.0,0.0,7.0,290.0,297.0
2012,25003,0.0,0.0,12.0,78.0,90.0
2012,25005,13.0,28.0,0.0,482.0,523.0
2012,25007,0.0,0.0,2.0,82.0,84.0
2012,25009,27.0,50.0,0.0,434.0,511.0
2012,25011,0.0,0.0,4.0,63.0,67.0
2012,25013,0.0,8.0,5.0,159.0,172.0
2012,25015,0.0,0.0,4.0,120.0,124.0
2012,25017,24.0,29.0,0.0,734.0,787.0
2012,25019,0.0,12.0,3.0,52.0,67.0
2012,25021,13.0,14.0,3.0,524.0,554.0
2012,25023,6.0,24.0,4.0,657.0,691.0
2012,25025,0.0,12.0,7.0,102.0,121.0
2012,25027,0.0,15.0,5.0,430.0,450.0
2012,26021,0.0,0.0,6.0,0.0,6.0
2012,26041,0.0,0.0,5.0,0.0,5.0
2012,26043,0.0,0.0,6.0,0.0,6.0
2012,26109,0.0,12.0,6.0,0.0,18.0
2012,26131,0.0,0.0,5.0,0.0,5.0
2012,26163,0.0,0.0,6.0,0.0,6.0
2012,27001,0.0,6.0,4.0,0.0,10.0
2012,27003,48.0,75.0,1.0,0.0,124.0
2012,27005,8.0,7.0,2.0,0.0,17.0
2012,27007,0.0,19.0,7.0,0.0,26.0
2012,27009,0.0,11.0,2.0,0.0,13.0
2012,27017,5.0,27.0,2.0,0.0,34.0
2012,27019,0.0,0.0,6.0,0.0,6.0
2012,27021,17.0,41.0,0.0,0.0,58.0
2012,27025,9.0,12.0,6.0,0.0,27.0
2012,27035,30.0,72.0,0.0,0.0,102.0
2012,27037,36.0,51.0,0.0,0.0,87.0
2012,27041,0.0,6.0,3.0,0.0,9.0
2012,27045,0.0,0.0,5.0,0.0,5.0
2012,27049,8.0,13.0,2.0,0.0,23.0
2012,27053,49.0,106.0,0.0,0.0,155.0
2012,27055,7.0,15.0,4.0,0.0,26.0
2012,27057,6.0,16.0,2.0,0.0,24.0
2012,27059,0.0,0.0,15.0,0.0,15.0
2012,27061,6.0,37.0,4.0,0.0,47.0
2012,27065,0.0,5.0,6.0,0.0,11.0
2012,27067,0.0,0.0,6.0,0.0,6.0
2012,27075,0.0,5.0,5.0,0.0,10.0
2012,27095,9.0,13.0,3.0,0.0,25.0
2012,27097,0.0,7.0,6.0,0.0,13.0
2012,27109,0.0,9.0,8.0,0.0,17.0
2012,27111,0.0,16.0,3.0,0.0,19.0
2012,27115,5.0,25.0,0.0,0.0,30.0
2012,27119,0.0,0.0,8.0,0.0,8.0
2012,27123,36.0,86.0,0.0,0.0,122.0
2012,27135,5.0,0.0,0.0,0.0,5.0
2012,27137,21.0,52.0,0.0,0.0,73.0
2012,27139,0.0,13.0,4.0,0.0,17.0
2012,27141,15.0,30.0,0.0,0.0,45.0
2012,27145,6.0,21.0,1.0,0.0,28.0
2012,27153,0.0,0.0,7.0,0.0,7.0
2012,27157,0.0,0.0,5.0,0.0,5.0
2012,27159,0.0,8.0,2.0,0.0,10.0
2012,27163,48.0,98.0,0.0,0.0,146.0
2012,27169,0.0,34.0,3.0,0.0,37.0
2012,27171,0.0,15.0,7.0,0.0,22.0
2012,33001,5.0,20.0,4.0,0.0,29.0
2012,33003,0.0,42.0,6.0,0.0,48.0
2012,33005,5.0,35.0,3.0,0.0,43.0
2012,33009,10.0,29.0,3.0,0.0,42.0
2012,33011,114.0,311.0,0.0,0.0,425.0
2012,33013,31.0,95.0,0.0,0.0,126.0
2012,33015,131.0,415.0,0.0,0.0,546.0
2012,33017,36.0,135.0,0.0,0.0,171.0
2012,33019,0.0,10.0,5.0,0.0,15.0
2012,34001,9.0,76.0,12.0,0.0,97.0
2012,34003,53.0,112.0,0.0,18.0,183.0
2012,34005,57.0,175.0,0.0,28.0,260.0
2012,34007,13.0,59.0,0.0,16.0,88.0
2012,34009,0.0,36.0,5.0,0.0,41.0
2012,34011,21.0,63.0,4.0,0.0,88.0
2012,34013,22.0,77.0,0.0,22.0,121.0
2012,34015,38.0,96.0,4.0,0.0,138.0
2012,34017,0.0,19.0,7.0,0.0,26.0
2012,34019,52.0,153.0,2.0,0.0,207.0
2012,34021,34.0,99.0,3.0,5.0,141.0
2012,34023,29.0,109.0,0.0,20.0,158.0
2012,34025,85.0,224.0,0.0,28.0,337.0
2012,34027,82.0,256.0,0.0,63.0,401.0
2012,34029,49.0,139.0,0.0,16.0,204.0
2012,34031,39.0,118.0,0.0,15.0,172.0
2012,34033,5.0,30.0,1.0,17.0,53.0
2012,34035,54.0,159.0,0.0,38.0,251.0
2012,34037,79.0,201.0,0.0,55.0,335.0
2012,34039,14.0,48.0,0.0,14.0,76.0
2012,34041,46.0,145.0,5.0,0.0,196.0
2012,36001,27.0,87.0,0.0,0.0,114.0
2012,36005,0.0,28.0,4.0,0.0,32.0
2012,36007,7.0,53.0,4.0,0.0,64.0
2012,36013,0.0,5.0,1.0,0.0,6.0
2012,36015,0.0,0.0,6.0,0.0,6.0
2012,36017,0.0,12.0,2.0,0.0,14.0
2012,36019,0.0,0.0,9.0,0.0,9.0
2012,36021,42.0,141.0,0.0,0.0,183.0
2012,36023,0.0,0.0,5.0,0.0,5.0
2012,36025,0.0,6.0,7.0,0.0,13.0
2012,36027,37.0,93.0,2.0,0.0,132.0
2012,36029,0.0,8.0,3.0,0.0,11.0
2012,36031,5.0,15.0,2.0,0.0,22.0
2012,36033,0.0,0.0,7.0,0.0,7.0
2012,36035,0.0,0.0,5.0,0.0,5.0
2012,36039,24.0,90.0,0.0,0.0,114.0
2012,36043,6.0,14.0,3.0,0.0,23.0
2012,36045,8.0,32.0,3.0,0.0,43.0
2012,36047,29.0,96.0,0.0,0.0,125.0
2012,36049,0.0,0.0,7.0,0.0,7.0
2012,36053,0.0,0.0,6.0,0.0,6.0
2012,36055,11.0,26.0,3.0,0.0,40.0
2012,36057,0.0,16.0,4.0,0.0,20.0
2012,36059,0.0,12.0,2.0,0.0,14.0
2012,36061,33.0,226.0,3.0,0.0,262.0
2012,36065,11.0,25.0,0.0,0.0,36.0
2012,36067,7.0,13.0,4.0,0.0,24.0
2012,36069,0.0,0.0,7.0,0.0,7.0
2012,36071,64.0,125.0,0.0,0.0,189.0
2012,36075,0.0,12.0,5.0,0.0,17.0
2012,36077,0.0,28.0,4.0,0.0,32.0
2012,36079,24.0,52.0,0.0,0.0,76.0
2012,36081,12.0,76.0,0.0,0.0,88.0
2012,36083,50.0,164.0,0.0,0.0,214.0
2012,36085,7.0,27.0,1.0,0.0,35.0
2012,36087,31.0,55.0,2.0,0.0,88.0
2012,36089,7.0,39.0,4.0,0.0,50.0
2012,36091,36.0,100.0,0.0,0.0,136.0
2012,36093,0.0,15.0,3.0,0.0,18.0
2012,36095,0.0,7.0,5.0,0.0,12.0
2012,36097,0.0,11.0,3.0,0.0,14.0
2012,36101,0.0,0.0,6.0,0.0,6.0
2012,36103,60.0,177.0,3.0,0.0,240.0
2012,36105,0.0,19.0,4.0,0.0,23.0
2012,36107,0.0,23.0,4.0,0.0,27.0
2012,36109,5.0,13.0,3.0,0.0,21.0
2012,36111,42.0,109.0,1.0,0.0,152.0
2012,36113,6.0,25.0,2.0,0.0,33.0
2012,36115,19.0,57.0,1.0,0.0,77.0
2012,36119,20.0,48.0,3.0,0.0,71.0
2012,36123,0.0,0.0,5.0,0.0,5.0
2012,37051,0.0,8.0,4.0,0.0,12.0
2012,37081,0.0,0.0,6.0,0.0,6.0
2012,37119,0.0,0.0,5.0,0.0,5.0
2012,37135,0.0,0.0,5.0,0.0,5.0
2012,37183,0.0,7.0,6.0,0.0,13.0
2012,38017,0.0,0.0,8.0,0.0,8.0
2012,39029,0.0,0.0,5.0,0.0,5.0
2012,39041,0.0,0.0,5.0,0.0,5.0
2012,39151,0.0,0.0,5.0,0.0,5.0
2012,41003,0.0,0.0,5.0,0.0,5.0
2012,41029,0.0,5.0,1.0,0.0,6.0
2012,41033,0.0,7.0,4.0,0.0,11.0
2012,42001,12.0,47.0,2.0,0.0,61.0
2012,42003,0.0,9.0,1.0,0.0,10.0
2012,42005,26.0,110.0,0.0,0.0,136.0
2012,42007,6.0,15.0,3.0,0.0,24.0
2012,42009,0.0,30.0,7.0,0.0,37.0
2012,42011,5.0,14.0,1.0,0.0,20.0
2012,42013,9.0,25.0,3.0,0.0,37.0
2012,42015,11.0,41.0,0.0,0.0,52.0
2012,42017,94.0,282.0,0.0,0.0,376.0
2012,42019,60.0,175.0,0.0,0.0,235.0
2012,42021,6.0,24.0,1.0,0.0,31.0
2012,42023,0.0,11.0,5.0,0.0,16.0
2012,42025,9.0,50.0,4.0,0.0,63.0
2012,42027,35.0,83.0,0.0,0.0,118.0
2012,42029,226.0,384.0,0.0,0.0,610.0
2012,42031,18.0,48.0,0.0,0.0,66.0
2012,42033,63.0,205.0,0.0,0.0,268.0
2012,42035,6.0,21.0,3.0,0.0,30.0
2012,42037,12.0,57.0,0.0,0.0,69.0
2012,42039,0.0,8.0,5.0,0.0,13.0
2012,42041,21.0,98.0,0.0,0.0,119.0
2012,42043,32.0,79.0,0.0,0.0,111.0
2012,42045,80.0,190.0,1.0,0.0,271.0
2012,42047,16.0,63.0,0.0,0.0,79.0
2012,42049,0.0,10.0,4.0,0.0,14.0
2012,42053,0.0,6.0,2.0,0.0,8.0
2012,42055,0.0,38.0,7.0,0.0,45.0
2012,42057,5.0,33.0,2.0,0.0,40.0
2012,42061,5.0,18.0,3.0,0.0,26.0
2012,42063,37.0,62.0,0.0,0.0,99.0
2012,42065,38.0,100.0,0.0,0.0,138.0
2012,42067,0.0,18.0,4.0,0.0,22.0
2012,42069,8.0,32.0,3.0,0.0,43.0
2012,42071,0.0,6.0,7.0,0.0,13.0
2012,42073,0.0,6.0,0.0,0.0,6.0
2012,42075,8.0,49.0,4.0,0.0,61.0
2012,42077,39.0,114.0,0.0,0.0,153.0
2012,42079,24.0,28.0,0.0,0.0,52.0
2012,42081,34.0,47.0,0.0,0.0,81.0
2012,42083,5.0,21.0,4.0,0.0,30.0
2012,42085,0.0,5.0,5.0,0.0,10.0
2012,42087,14.0,21.0,0.0,0.0,35.0
2012,42089,16.0,54.0,0.0,0.0,70.0
2012,42091,76.0,172.0,0.0,0.0,248.0
2012,42093,0.0,25.0,7.0,0.0,32.0
2012,42095,30.0,99.0,0.0,0.0,129.0
2012,42097,6.0,16.0,2.0,0.0,24.0
2012,42099,0.0,20.0,3.0,0.0,23.0
2012,42101,49.0,82.0,0.0,0.0,131.0
2012,42103,0.0,11.0,2.0,0.0,13.0
2012,42105,0.0,5.0,6.0,0.0,11.0
2012,42107,5.0,22.0,1.0,0.0,28.0
2012,42109,9.0,5.0,7.0,0.0,21.0
2012,42115,0.0,0.0,12.0,0.0,12.0
2012,42119,5.0,19.0,4.0,0.0,28.0
2012,42121,0.0,6.0,0.0,0.0,6.0
2012,42123,0.0,5.0,0.0,0.0,5.0
2012,42125,0.0,12.0,3.0,0.0,15.0
2012,42127,6.0,35.0,4.0,0.0,45.0
2012,42129,24.0,63.0,0.0,0.0,87.0
2012,42131,11.0,18.0,0.0,0.0,29.0
2012,42133,84.0,244.0,0.0,0.0,328.0
2012,44001,0.0,0.0,7.0,0.0,7.0
2012,44003,5.0,18.0,3.0,0.0,26.0
2012,44005,6.0,8.0,7.0,0.0,21.0
2012,44007,19.0,66.0,0.0,0.0,85.0
2012,44009,22.0,53.0,0.0,0.0,75.0
2012,45019,0.0,0.0,6.0,0.0,6.0
2012,45051,0.0,5.0,4.0,0.0,9.0
2012,45091,0.0,6.0,0.0,0.0,6.0
2012,48049,0.0,0.0,5.0,0.0,5.0
2012,48121,0.0,0.0,5.0,0.0,5.0
2012,48201,0.0,7.0,4.0,0.0,11.0
2012,48339,0.0,9.0,1.0,0.0,10.0
2012,50001,0.0,25.0,4.0,0.0,29.0
2012,50003,25.0,103.0,0.0,0.0,128.0
2012,50005,0.0,0.0,6.0,0.0,6.0
2012,50007,14.0,54.0,0.0,0.0,68.0
2012,50011,0.0,10.0,2.0,0.0,12.0
2012,50013,0.0,0.0,5.0,0.0,5.0
2012,50017,0.0,11.0,8.0,0.0,19.0
2012,50021,22.0,76.0,0.0,0.0,98.0
2012,50023,0.0,9.0,3.0,0.0,12.0
2012,50025,8.0,58.0,3.0,0.0,69.0
2012,50027,7.0,61.0,3.0,0.0,71.0
2012,51001,0.0,0.0,5.0,0.0,5.0
2012,51003,7.0,22.0,2.0,0.0,31.0
2012,51009,0.0,12.0,1.0,0.0,13.0
2012,51013,0.0,6.0,4.0,0.0,10.0
2012,51015,0.0,15.0,10.0,0.0,25.0
2012,51019,5.0,6.0,8.0,0.0,19.0
2012,51031,0.0,0.0,5.0,0.0,5.0
2012,51035,0.0,0.0,5.0,0.0,5.0
2012,51041,0.0,12.0,1.0,0.0,13.0
2012,51043,0.0,5.0,3.0,0.0,8.0
2012,51047,0.0,12.0,4.0,0.0,16.0
2012,51059,55.0,92.0,1.0,0.0,148.0
2012,51061,14.0,15.0,0.0,0.0,29.0
2012,51063,6.0,23.0,4.0,0.0,33.0
2012,51069,26.0,32.0,0.0,0.0,58.0
2012,51071,0.0,0.0,6.0,0.0,6.0
2012,51079,0.0,0.0,7.0,0.0,7.0
2012,51087,0.0,11.0,4.0,0.0,15.0
2012,51099,0.0,0.0,6.0,0.0,6.0
2012,51107,83.0,136.0,0.0,0.0,219.0
2012,51113,0.0,0.0,5.0,0.0,5.0
2012,51121,8.0,32.0,4.0,0.0,44.0
2012,51137,0.0,0.0,7.0,0.0,7.0
2012,51139,0.0,0.0,5.0,0.0,5.0
2012,51143,0.0,0.0,5.0,0.0,5.0
2012,51153,6.0,18.0,5.0,0.0,29.0
2012,51155,0.0,16.0,5.0,0.0,21.0
2012,51157,0.0,5.0,5.0,0.0,10.0
2012,51165,9.0,15.0,4.0,0.0,28.0
2012,51171,7.0,14.0,1.0,0.0,22.0
2012,51177,0.0,10.0,2.0,0.0,12.0
2012,51179,5.0,0.0,10.0,0.0,15.0
2012,51187,5.0,28.0,2.0,0.0,35.0
2012,51197,0.0,0.0,5.0,0.0,5.0
2012,51540,0.0,0.0,5.0,0.0,5.0
2012,51550,0.0,0.0,6.0,0.0,6.0
2012,51680,14.0,17.0,0.0,0.0,31.0
2012,51700,0.0,0.0,6.0,0.0,6.0
2012,51750,0.0,0.0,6.0,0.0,6.0
2012,51790,0.0,5.0,5.0,0.0,10.0
2012,51810,0.0,0.0,7.0,0.0,7.0
2012,51830,0.0,0.0,5.0,0.0,5.0
2012,51840,0.0,9.0,3.0,0.0,12.0
2012,54003,13.0,30.0,0.0,0.0,43.0
2012,54027,0.0,0.0,5.0,0.0,5.0
2012,54037,0.0,19.0,7.0,0.0,26.0
2012,54065,0.0,0.0,12.0,0.0,12.0
2012,55001,0.0,24.0,5.0,0.0,29.0
2012,55003,0.0,5.0,7.0,0.0,12.0
2012,55005,20.0,45.0,0.0,0.0,65.0
2012,55007,0.0,19.0,2.0,0.0,21.0
2012,55009,5.0,18.0,3.0,0.0,26.0
2012,55011,0.0,10.0,1.0,0.0,11.0
2012,55013,6.0,17.0,2.0,0.0,25.0
2012,55017,16.0,50.0,0.0,0.0,66.0
2012,55019,0.0,14.0,6.0,0.0,20.0
2012,55021,10.0,18.0,0.0,0.0,28.0
2012,55023,0.0,0.0,8.0,0.0,8.0
2012,55025,32.0,57.0,0.0,0.0,89.0
2012,55027,0.0,0.0,5.0,0.0,5.0
2012,55029,0.0,7.0,1.0,0.0,8.0
2012,55031,0.0,17.0,5.0,0.0,22.0
2012,55033,6.0,20.0,2.0,0.0,28.0
2012,55035,25.0,63.0,0.0,0.0,88.0
2012,55041,0.0,0.0,5.0,0.0,5.0
2012,55043,0.0,5.0,7.0,0.0,12.0
2012,55047,0.0,0.0,10.0,0.0,10.0
2012,55049,0.0,7.0,5.0,0.0,12.0
2012,55053,8.0,22.0,2.0,0.0,32.0
2012,55055,0.0,0.0,7.0,0.0,7.0
2012,55057,6.0,25.0,3.0,0.0,34.0
2012,55059,0.0,0.0,5.0,0.0,5.0
2012,55063,10.0,17.0,0.0,0.0,27.0
2012,55065,0.0,0.0,5.0,0.0,5.0
2012,55069,5.0,22.0,4.0,0.0,31.0
2012,55073,27.0,58.0,0.0,0.0,85.0
2012,55075,5.0,37.0,0.0,0.0,42.0
2012,55077,5.0,18.0,4.0,0.0,27.0
2012,55078,0.0,10.0,2.0,0.0,12.0
2012,55079,0.0,9.0,11.0,0.0,20.0
2012,55081,6.0,20.0,4.0,0.0,30.0
2012,55083,0.0,5.0,7.0,0.0,12.0
2012,55085,6.0,44.0,4.0,0.0,54.0
2012,55087,0.0,6.0,5.0,0.0,11.0
2012,55091,7.0,0.0,3.0,0.0,10.0
2012,55093,6.0,29.0,1.0,0.0,36.0
2012,55095,24.0,45.0,0.0,0.0,69.0
2012,55097,12.0,50.0,0.0,0.0,62.0
2012,55099,0.0,8.0,10.0,0.0,18.0
2012,55101,0.0,11.0,9.0,0.0,20.0
2012,55103,5.0,19.0,1.0,0.0,25.0
2012,55105,0.0,5.0,4.0,0.0,9.0
2012,55107,0.0,6.0,6.0,0.0,12.0
2012,55109,15.0,23.0,0.0,0.0,38.0
2012,55111,16.0,43.0,0.0,0.0,59.0
2012,55113,6.0,25.0,2.0,0.0,33.0
2012,55115,6.0,12.0,1.0,0.0,19.0
2012,55119,0.0,5.0,9.0,0.0,14.0
2012,55121,7.0,5.0,7.0,0.0,19.0
2012,55123,6.0,26.0,4.0,0.0,36.0
2012,55125,5.0,18.0,1.0,0.0,24.0
2012,55127,0.0,25.0,3.0,0.0,28.0
2012,55129,0.0,25.0,6.0,0.0,31.0
2012,55131,0.0,0.0,5.0,0.0,5.0
2012,55133,5.0,31.0,3.0,0.0,39.0
2012,55135,0.0,30.0,7.0,0.0,37.0
2012,55137,0.0,6.0,5.0,0.0,11.0
2012,55139,0.0,0.0,6.0,0.0,6.0
2012,55141,9.0,34.0,3.0,0.0,46.0
2013,04013,0.0,11.0,5.0,0.0,16.0
2013,04019,0.0,6.0,0.0,0.0,6.0
2013,06037,0.0,13.0,7.0,0.0,20.0
2013,06041,0.0,0.0,6.0,0.0,6.0
2013,06075,0.0,8.0,1.0,0.0,9.0
2013,06081,0.0,5.0,3.0,0.0,8.0
2013,06085,0.0,8.0,4.0,0.0,12.0
2013,06087,0.0,0.0,5.0,0.0,5.0
2013,06097,0.0,0.0,6.0,0.0,6.0
2013,09001,170.0,273.0,0.0,0.0,443.0
2013,09003,100.0,188.0,0.0,0.0,288.0
2013,09005,64.0,123.0,0.0,0.0,187.0
2013,09007,60.0,121.0,0.0,0.0,181.0
2013,09009,114.0,274.0,0.0,0.0,388.0
2013,09011,117.0,284.0,1.0,0.0,402.0
2013,09013,64.0,191.0,0.0,0.0,255.0
2013,09015,51.0,132.0,1.0,0.0,184.0
2013,10001,9.0,65.0,4.0,0.0,78.0
2013,10003,58.0,241.0,0.0,0.0,299.0
2013,10005,14.0,85.0,4.0,0.0,103.0
2013,11001,7.0,21.0,4.0,0.0,32.0
2013,12009,0.0,0.0,5.0,0.0,5.0
2013,12021,0.0,0.0,5.0,0.0,5.0
2013,12033,0.0,0.0,6.0,0.0,6.0
2013,12057,0.0,9.0,2.0,0.0,11.0
2013,12071,0.0,10.0,3.0,0.0,13.0
2013,12081,0.0,6.0,0.0,0.0,6.0
2013,12086,0.0,8.0,0.0,0.0,8.0
2013,12099,0.0,0.0,6.0,0.0,6.0
2013,12103,0.0,0.0,7.0,0.0,7.0
2013,12115,0.0,5.0,6.0,0.0,11.0
2013,17015,0.0,0.0,5.0,0.0,5.0
2013,17019,0.0,0.0,5.0,0.0,5.0
2013,17031,19.0,59.0,0.0,0.0,78.0
2013,17043,0.0,35.0,4.0,0.0,39.0
2013,17085,0.0,12.0,2.0,0.0,14.0
2013,17089,6.0,11.0,1.0,0.0,18.0
2013,17095,0.0,0.0,5.0,0.0,5.0
2013,17097,11.0,22.0,3.0,0.0,36.0
2013,17099,0.0,0.0,6.0,0.0,6.0
2013,17111,5.0,28.0,3.0,0.0,36.0
2013,17161,0.0,0.0,5.0,0.0,5.0
2013,17179,0.0,0.0,5.0,0.0,5.0
2013,17183,6.0,0.0,0.0,0.0,6.0
2013,17195,5.0,0.0,3.0,0.0,8.0
2013,17197,0.0,10.0,3.0,0.0,13.0
2013,17201,0.0,0.0,7.0,0.0,7.0
2013,18089,0.0,0.0,5.0,0.0,5.0
2013,18091,0.0,0.0,5.0,0.0,5.0
2013,18127,5.0,13.0,1.0,0.0,19.0
2013,18141,5.0,9.0,2.0,0.0,16.0
2013,18149,0.0,0.0,5.0,0.0,5.0
2013,19005,0.0,0.0,6.0,0.0,6.0
2013,19013,0.0,0.0,6.0,0.0,6.0
2013,19043,0.0,12.0,5.0,0.0,17.0
2013,19055,0.0,0.0,7.0,0.0,7.0
2013,19057,0.0,0.0,5.0,0.0,5.0
2013,19061,11.0,18.0,0.0,0.0,29.0
2013,19095,0.0,0.0,5.0,0.0,5.0
2013,19097,0.0,0.0,11.0,0.0,11.0
2013,19103,5.0,31.0,4.0,0.0,40.0
2013,19113,5.0,6.0,4.0,0.0,15.0
2013,19139,0.0,0.0,8.0,0.0,8.0
2013,19153,0.0,0.0,8.0,0.0,8.0
2013,19163,0.0,0.0,12.0,0.0,12.0
2013,19191,0.0,11.0,2.0,0.0,13.0
2013,20045,0.0,0.0,6.0,0.0,6.0
2013,20091,0.0,0.0,7.0,0.0,7.0
2013,23001,11.0,55.0,3.0,0.0,69.0
2013,23005,97.0,254.0,0.0,0.0,351.0
2013,23007,0.0,7.0,3.0,0.0,10.0
2013,23009,14.0,82.0,3.0,0.0,99.0
2013,23011,51.0,134.0,0.0,0.0,185.0
2013,23013,18.0,77.0,0.0,0.0,95.0
2013,23015,6.0,59.0,4.0,0.0,69.0
2013,23017,12.0,38.0,0.0,0.0,50.0
2013,23019,10.0,29.0,0.0,0.0,39.0
2013,23023,16.0,37.0,0.0,0.0,53.0
2013,23025,0.0,29.0,3.0,0.0,32.0
2013,23027,10.0,72.0,4.0,0.0,86.0
2013,23029,0.0,12.0,1.0,0.0,13.0
2013,23031,54.0,165.0,0.0,0.0,219.0
2013,24001,0.0,26.0,7.0,0.0,33.0
2013,24003,29.0,68.0,0.0,0.0,97.0
2013,24005,39.0,104.0,1.0,0.0,144.0
2013,24009,16.0,47.0,0.0,0.0,63.0
2013,24011,0.0,18.0,2.0,0.0,20.0
2013,24013,18.0,29.0,0.0,0.0,47.0
2013,24015,14.0,45.0,0.0,0.0,59.0
2013,24017,6.0,42.0,3.0,0.0,51.0
2013,24019,0.0,10.0,2.0,0.0,12.0
2013,24021,28.0,54.0,0.0,0.0,82.0
2013,24025,31.0,71.0,1.0,0.0,103.0
2013,24027,29.0,60.0,2.0,0.0,91.0
2013,24029,6.0,26.0,2.0,0.0,34.0
2013,24031,34.0,52.0,1.0,0.0,87.0
2013,24035,0.0,40.0,8.0,0.0,48.0
2013,24037,12.0,35.0,0.0,0.0,47.0
2013,24039,0.0,6.0,5.0,0.0,11.0
2013,24041,0.0,40.0,5.0,0.0,45.0
2013,24043,20.0,51.0,0.0,0.0,71.0
2013,24045,5.0,13.0,1.0,0.0,19.0
2013,24510,0.0,10.0,7.0,0.0,17.0
2013,25001,0.0,0.0,5.0,266.0,271.0
2013,25003,0.0,0.0,2.0,125.0,127.0
2013,25005,0.0,12.0,7.0,536.0,555.0
2013,25007,0.0,0.0,0.0,71.0,71.0
2013,25009,7.0,18.0,4.0,498.0,527.0
